shipment_id,inspection_status,defect_type
2844,Pass,Late Arrival
2845,Pass,Damaged Item
2846,Pass,Damaged Item
2847,Pass,Packaging
2848,Pass,None
2849,Pass,Packaging
2850,Pass,Late Arrival
2851,Pass,Late Arrival
2852,Pass,Packaging
2853,Pass,Packaging
2854,Pass,Late Arrival
2855,Pass,Damaged Item
2856,Pass,Late Arrival
2857,Pass,Late Arrival
2858,Pass,None
2859,Pass,None
2860,Pass,None
2861,Pass,Packaging
2862,Pass,None
2863,Pass,Packaging
2864,Pass,Damaged Item
2865,Pass,Packaging
2866,Pass,Damaged Item
2867,Pass,Damaged Item
2868,Pass,Packaging
2869,Pass,None
2870,Pass,Late Arrival
2871,Pass,Damaged Item
2872,Pass,Packaging
2873,Pass,None
2874,Pass,Packaging
2875,Pass,Packaging
2876,Pass,Damaged Item
2877,Pass,None
2878,Pass,Damaged Item
2879,Pass,None
2880,Pass,Packaging
2881,Pass,Damaged Item
2882,Pass,Packaging
2883,Pass,None
2884,Pass,Packaging
2885,Pass,None
2886,Pass,Late Arrival
2887,Pass,Late Arrival
2888,Pass,Damaged Item
2889,Pass,Damaged Item
2890,Fail,None
2891,Pass,None
2892,Pass,Damaged Item
2893,Pass,Late Arrival
2894,Pass,Late Arrival
2895,Pass,None
2896,Pass,Late Arrival
2897,Pass,Late Arrival
2898,Pass,None
2899,Pass,Packaging
2900,Pass,None
2901,Pass,Damaged Item
2902,Pass,Late Arrival
2903,Pass,Packaging
2904,Pass,Late Arrival
2905,Pass,Packaging
2906,Pass,Packaging
2907,Pass,None
2908,Pass,Damaged Item
2909,Pass,Late Arrival
2910,Pass,Damaged Item
2911,Pass,None
2912,Pass,None
2913,Pass,Damaged Item
2914,Pass,Damaged Item
2915,Pass,Damaged Item
2916,Pass,None
2917,Pass,Packaging
2918,Pass,Damaged Item
2919,Pass,None
2920,Pass,None
2921,Fail,Damaged Item
2922,Pass,Late Arrival
2923,Pass,Packaging
2924,Pass,Late Arrival
2925,Pass,None
2926,Fail,Damaged Item
2927,Pass,None
2928,Fail,Packaging
2929,Pass,Packaging
2930,Pass,None
2931,Pass,Packaging
2932,Pass,Damaged Item
2933,Pass,Packaging
2934,Pass,Packaging
2935,Pass,Damaged Item
2936,Pass,Packaging
2937,Pass,Late Arrival
2938,Pass,None
2939,Pass,Late Arrival
2940,Pass,Packaging
2941,Pass,Damaged Item
2942,Pass,Damaged Item
2943,Pass,Packaging
2944,Pass,Late Arrival
2945,Pass,Packaging
2946,Pass,Packaging
2947,Fail,Damaged Item
2948,Pass,Late Arrival
2949,Fail,Damaged Item
2950,Pass,Packaging
2951,Pass,Packaging
2952,Pass,Late Arrival
2953,Pass,Packaging
2954,Pass,Damaged Item
2955,Pass,Late Arrival
2956,Pass,None
2957,Pass,None
2958,Pass,Late Arrival
2959,Pass,Packaging
2960,Pass,Packaging
2961,Pass,Packaging
2962,Pass,Damaged Item
2963,Pass,Late Arrival
2964,Pass,None
2965,Pass,Late Arrival
2966,Pass,Late Arrival
2967,Pass,None
2968,Pass,None
2969,Pass,Packaging
2970,Pass,Late Arrival
2971,Pass,Packaging
2972,Fail,Late Arrival
2973,Pass,Packaging
2974,Pass,Packaging
2975,Pass,Packaging
2976,Pass,Damaged Item
2977,Pass,Late Arrival
2978,Pass,Late Arrival
2979,Pass,Late Arrival
2980,Pass,Packaging
2981,Pass,Late Arrival
2982,Pass,None
2983,Pass,None
2984,Pass,Late Arrival
2985,Pass,None
2986,Pass,Late Arrival
2987,Pass,None
2988,Pass,Packaging
2989,Pass,Damaged Item
2990,Fail,Late Arrival
2991,Pass,Late Arrival
2992,Pass,Packaging
2993,Pass,Late Arrival
2994,Pass,None
2995,Pass,None
2996,Pass,Damaged Item
2997,Pass,Late Arrival
2998,Pass,Packaging
2999,Pass,None
3000,Pass,None
3001,Pass,None
3002,Pass,None
3003,Pass,Damaged Item
3004,Fail,Damaged Item
3005,Pass,Packaging
3006,Pass,None
3007,Pass,Packaging
3008,Pass,Damaged Item
3009,Pass,Damaged Item
3010,Pass,Damaged Item
3011,Pass,Packaging
3012,Pass,None
3013,Pass,Late Arrival
3014,Pass,Late Arrival
3015,Fail,Damaged Item
3016,Pass,Packaging
3017,Pass,Late Arrival
3018,Pass,None
3019,Pass,None
3020,Pass,None
3021,Fail,Packaging
3022,Pass,Damaged Item
3023,Pass,Damaged Item
3024,Pass,Packaging
3025,Pass,Late Arrival
3026,Pass,Late Arrival
3027,Pass,Packaging
3028,Pass,Damaged Item
3029,Pass,Damaged Item
3030,Pass,Late Arrival
3031,Pass,None
3032,Fail,Packaging
3033,Pass,None
3034,Pass,Late Arrival
3035,Pass,Packaging
3036,Pass,Late Arrival
3037,Pass,Damaged Item
3038,Pass,Packaging
3039,Pass,Packaging
3040,Pass,Late Arrival
3041,Pass,None
3042,Pass,None
3043,Pass,Late Arrival
3044,Pass,Packaging
3045,Pass,Packaging
3046,Fail,Late Arrival
3047,Pass,None
3048,Pass,None
3049,Pass,None
3050,Pass,Packaging
3051,Pass,Damaged Item
3052,Pass,Late Arrival
3053,Pass,Late Arrival
3054,Fail,None
3055,Pass,Late Arrival
3056,Pass,Damaged Item
3057,Pass,Packaging
3058,Pass,Packaging
3059,Pass,Packaging
3060,Pass,None
3061,Pass,Damaged Item
3062,Pass,Damaged Item
3063,Pass,Packaging
3064,Pass,Packaging
3065,Pass,Packaging
3066,Pass,Late Arrival
3067,Fail,Packaging
3068,Fail,None
3069,Pass,Late Arrival
3070,Pass,Damaged Item
3071,Pass,Damaged Item
3072,Pass,Late Arrival
3073,Pass,Late Arrival
3074,Pass,Packaging
3075,Pass,Damaged Item
3076,Pass,Damaged Item
3077,Pass,Packaging
3078,Pass,Packaging
3079,Pass,Damaged Item
3080,Pass,Packaging
3081,Pass,Damaged Item
3082,Pass,Late Arrival
3083,Pass,Packaging
3084,Pass,Packaging
3085,Pass,None
3086,Pass,Late Arrival
3087,Pass,Late Arrival
3088,Pass,None
3089,Pass,Damaged Item
3090,Pass,Packaging
3091,Pass,Late Arrival
3092,Pass,None
3093,Pass,None
3094,Pass,Packaging
3095,Pass,Damaged Item
3096,Pass,None
3097,Pass,Damaged Item
3098,Pass,Late Arrival
3099,Pass,Late Arrival
3100,Pass,None
3101,Pass,None
3102,Fail,Late Arrival
3103,Pass,Late Arrival
3104,Pass,Damaged Item
3105,Pass,Late Arrival
3106,Pass,Packaging
3107,Pass,None
3108,Pass,Damaged Item
3109,Pass,Packaging
3110,Fail,Damaged Item
3111,Pass,Late Arrival
3112,Pass,None
3113,Pass,None
3114,Pass,None
3115,Pass,Damaged Item
3116,Pass,None
3117,Pass,Damaged Item
3118,Pass,Late Arrival
3119,Pass,Late Arrival
3120,Pass,None
3121,Pass,None
3122,Pass,None
3123,Pass,Damaged Item
3124,Pass,Late Arrival
3125,Pass,None
3126,Pass,None
3127,Pass,Late Arrival
3128,Pass,Damaged Item
3129,Pass,Late Arrival
3130,Pass,None
3131,Pass,Damaged Item
3132,Pass,None
3133,Pass,Damaged Item
3134,Pass,None
3135,Pass,None
3136,Pass,Damaged Item
3137,Pass,Late Arrival
3138,Pass,Late Arrival
3139,Pass,None
3140,Pass,None
3141,Pass,Late Arrival
3142,Fail,Late Arrival
3143,Pass,None
3144,Pass,Late Arrival
3145,Pass,Damaged Item
3146,Pass,None
3147,Pass,Packaging
3148,Pass,Late Arrival
3149,Pass,Late Arrival
3150,Pass,None
3151,Pass,None
3152,Pass,Packaging
3153,Pass,Late Arrival
3154,Fail,Packaging
3155,Pass,None
3156,Pass,Damaged Item
3157,Pass,Damaged Item
3158,Pass,Damaged Item
3159,Pass,None
3160,Pass,Late Arrival
3161,Pass,Packaging
3162,Pass,Damaged Item
3163,Pass,None
3164,Pass,Damaged Item
3165,Pass,None
3166,Pass,None
3167,Pass,Late Arrival
3168,Pass,Late Arrival
3169,Pass,Damaged Item
3170,Pass,None
3171,Pass,None
3172,Pass,Late Arrival
3173,Pass,Packaging
3174,Pass,Damaged Item
3175,Pass,Damaged Item
3176,Pass,Packaging
3177,Pass,None
3178,Fail,None
3179,Pass,None
3180,Pass,Late Arrival
3181,Pass,Damaged Item
3182,Pass,Damaged Item
3183,Pass,Damaged Item
3184,Pass,None
3185,Pass,Packaging
3186,Pass,None
3187,Fail,Damaged Item
3188,Pass,None
3189,Pass,None
3190,Pass,None
3191,Pass,None
3192,Pass,Damaged Item
3193,Pass,Packaging
3194,Pass,Damaged Item
3195,Pass,Late Arrival
3196,Pass,Damaged Item
3197,Pass,None
3198,Pass,Packaging
3199,Pass,Packaging
3200,Pass,Damaged Item
3201,Pass,Packaging
3202,Pass,Late Arrival
3203,Pass,Late Arrival
3204,Pass,Packaging
3205,Pass,Packaging
3206,Pass,Packaging
3207,Pass,Late Arrival
3208,Pass,Packaging
3209,Pass,Late Arrival
3210,Pass,None
3211,Pass,None
3212,Pass,Packaging
3213,Pass,None
3214,Pass,Packaging
3215,Pass,None
3216,Pass,None
3217,Pass,None
3218,Pass,Late Arrival
3219,Pass,Late Arrival
3220,Pass,Packaging
3221,Pass,Damaged Item
3222,Pass,Packaging
3223,Pass,Late Arrival
3224,Pass,None
3225,Pass,None
3226,Pass,Damaged Item
3227,Pass,Late Arrival
3228,Pass,Packaging
3229,Pass,Damaged Item
3230,Pass,Packaging
3231,Pass,Damaged Item
3232,Pass,None
3233,Pass,Packaging
3234,Pass,Late Arrival
3235,Pass,None
3236,Pass,Packaging
3237,Pass,Late Arrival
3238,Pass,Damaged Item
3239,Pass,None
3240,Fail,Late Arrival
3241,Pass,Damaged Item
3242,Pass,Damaged Item
3243,Pass,Late Arrival
3244,Pass,Late Arrival
3245,Pass,Damaged Item
3246,Pass,None
3247,Pass,Late Arrival
3248,Fail,Damaged Item
3249,Pass,Late Arrival
3250,Pass,Late Arrival
3251,Pass,Damaged Item
3252,Pass,Late Arrival
3253,Pass,Damaged Item
3254,Fail,Late Arrival
3255,Pass,Late Arrival
3256,Pass,Late Arrival
3257,Pass,Damaged Item
3258,Pass,Late Arrival
3259,Fail,Packaging
3260,Pass,None
3261,Pass,None
3262,Pass,Packaging
3263,Pass,Packaging
3264,Pass,None
3265,Pass,Packaging
3266,Pass,None
3267,Pass,Late Arrival
3268,Pass,None
3269,Pass,None
3270,Pass,Packaging
3271,Pass,Damaged Item
3272,Pass,Late Arrival
3273,Pass,Packaging
3274,Pass,Packaging
3275,Pass,Late Arrival
3276,Pass,None
3277,Pass,Damaged Item
3278,Pass,Packaging
3279,Pass,None
3280,Pass,Packaging
3281,Pass,Damaged Item
3282,Pass,None
3283,Pass,Late Arrival
3284,Pass,Late Arrival
3285,Pass,None
3286,Pass,Late Arrival
3287,Pass,None
3288,Pass,Late Arrival
3289,Pass,Damaged Item
3290,Pass,Late Arrival
3291,Pass,None
3292,Pass,None
3293,Pass,None
3294,Pass,Damaged Item
3295,Pass,None
3296,Pass,Late Arrival
3297,Pass,Late Arrival
3298,Pass,Late Arrival
3299,Pass,None
3300,Pass,None
3301,Pass,None
3302,Pass,Damaged Item
3303,Pass,None
3304,Pass,None
3305,Pass,None
3306,Pass,None
3307,Pass,None
3308,Pass,Packaging
3309,Pass,Damaged Item
3310,Pass,Damaged Item
3311,Pass,Damaged Item
3312,Pass,Packaging
3313,Pass,Late Arrival
3314,Pass,Late Arrival
3315,Pass,Packaging
3316,Pass,Damaged Item
3317,Pass,Damaged Item
3318,Pass,Damaged Item
3319,Pass,Late Arrival
3320,Pass,None
3321,Pass,Damaged Item
3322,Pass,None
3323,Pass,None
3324,Pass,Late Arrival
3325,Pass,Packaging
3326,Pass,None
3327,Fail,Damaged Item
3328,Pass,Packaging
3329,Pass,None
3330,Pass,Damaged Item
3331,Pass,Packaging
3332,Pass,None
3333,Pass,Late Arrival
3334,Pass,Late Arrival
3335,Pass,Late Arrival
3336,Pass,Late Arrival
3337,Pass,Packaging
3338,Pass,Damaged Item
3339,Pass,Packaging
3340,Fail,Packaging
3341,Pass,None
3342,Pass,Late Arrival
3343,Pass,Late Arrival
3344,Pass,Late Arrival
3345,Pass,Packaging
3346,Pass,None
3347,Pass,None
3348,Pass,Late Arrival
3349,Pass,Packaging
3350,Pass,Late Arrival
3351,Pass,None
3352,Pass,None
3353,Pass,Late Arrival
3354,Pass,Late Arrival
3355,Fail,None
3356,Pass,Late Arrival
3357,Pass,Packaging
3358,Pass,Damaged Item
3359,Pass,Packaging
3360,Pass,None
3361,Pass,Damaged Item
3362,Pass,Damaged Item
3363,Pass,Late Arrival
3364,Pass,Damaged Item
3365,Pass,Late Arrival
3366,Pass,Packaging
3367,Pass,Packaging
3368,Pass,Damaged Item
3369,Pass,None
3370,Pass,None
3371,Pass,Packaging
3372,Pass,Packaging
3373,Fail,Damaged Item
3374,Pass,None
3375,Pass,None
3376,Pass,Damaged Item
3377,Pass,Damaged Item
3378,Pass,Late Arrival
3379,Pass,Damaged Item
3380,Pass,Packaging
3381,Pass,Late Arrival
3382,Pass,Damaged Item
3383,Pass,Packaging
3384,Pass,Damaged Item
3385,Pass,Damaged Item
3386,Pass,Damaged Item
3387,Pass,Late Arrival
3388,Pass,Packaging
3389,Pass,None
3390,Pass,Damaged Item
3391,Pass,Damaged Item
3392,Pass,None
3393,Pass,Packaging
3394,Pass,Packaging
3395,Pass,None
3396,Pass,Late Arrival
3397,Pass,Damaged Item
3398,Pass,Late Arrival
3399,Fail,Packaging
3400,Pass,Damaged Item
3401,Pass,Late Arrival
3402,Pass,Late Arrival
3403,Pass,None
3404,Pass,Packaging
3405,Pass,Packaging
3406,Pass,Late Arrival
3407,Pass,Late Arrival
3408,Pass,None
3409,Pass,None
3410,Pass,Damaged Item
3411,Pass,Damaged Item
3412,Pass,Damaged Item
3413,Pass,None
3414,Pass,None
3415,Pass,Packaging
3416,Pass,Damaged Item
3417,Pass,Late Arrival
3418,Pass,None
3419,Pass,Late Arrival
3420,Pass,Late Arrival
3421,Pass,Packaging
3422,Pass,Packaging
3423,Pass,Packaging
3424,Pass,Packaging
3425,Pass,Damaged Item
3426,Pass,Late Arrival
3427,Pass,Damaged Item
3428,Pass,Late Arrival
3429,Pass,Damaged Item
3430,Pass,Late Arrival
3431,Pass,Damaged Item
3432,Pass,Damaged Item
3433,Pass,Late Arrival
3434,Pass,None
3435,Pass,Packaging
3436,Pass,Damaged Item
3437,Pass,Late Arrival
3438,Pass,Packaging
3439,Pass,Damaged Item
3440,Pass,Damaged Item
3441,Pass,Packaging
3442,Pass,Late Arrival
3443,Fail,Packaging
3444,Pass,Late Arrival
3445,Pass,None
3446,Pass,Packaging
3447,Pass,Damaged Item
3448,Pass,Packaging
3449,Pass,Packaging
3450,Pass,Packaging
3451,Pass,None
3452,Pass,Late Arrival
3453,Pass,Damaged Item
3454,Pass,Damaged Item
3455,Pass,None
3456,Pass,None
3457,Pass,None
3458,Pass,Late Arrival
3459,Pass,Packaging
3460,Pass,Packaging
3461,Pass,Damaged Item
3462,Pass,Late Arrival
3463,Pass,Damaged Item
3464,Pass,Damaged Item
3465,Fail,Damaged Item
3466,Pass,None
3467,Pass,Late Arrival
3468,Pass,None
3469,Pass,Late Arrival
3470,Pass,Late Arrival
3471,Pass,Late Arrival
3472,Pass,Late Arrival
3473,Pass,Damaged Item
3474,Pass,Packaging
3475,Pass,None
3476,Pass,None
3477,Pass,Packaging
3478,Pass,Late Arrival
3479,Pass,Late Arrival
3480,Pass,Late Arrival
3481,Pass,Late Arrival
3482,Pass,Late Arrival
3483,Pass,Packaging
3484,Pass,Late Arrival
3485,Pass,Packaging
3486,Pass,None
3487,Pass,Damaged Item
3488,Pass,None
3489,Fail,Damaged Item
3490,Pass,Damaged Item
3491,Pass,Packaging
3492,Pass,Damaged Item
3493,Pass,Packaging
3494,Pass,Damaged Item
3495,Pass,Packaging
3496,Fail,Late Arrival
3497,Pass,Late Arrival
3498,Pass,None
3499,Pass,None
3500,Pass,Damaged Item
3501,Pass,Packaging
3502,Pass,None
3503,Pass,Late Arrival
3504,Pass,None
3505,Pass,None
3506,Pass,Damaged Item
3507,Pass,Damaged Item
3508,Pass,Packaging
3509,Pass,Late Arrival
3510,Pass,Packaging
3511,Pass,Late Arrival
3512,Pass,Damaged Item
3513,Fail,Packaging
3514,Pass,None
3515,Pass,Damaged Item
3516,Pass,Damaged Item
3517,Pass,Late Arrival
3518,Pass,None
3519,Pass,None
3520,Pass,Packaging
3521,Pass,Late Arrival
3522,Pass,Damaged Item
3523,Pass,Packaging
3524,Pass,Packaging
3525,Pass,Late Arrival
3526,Pass,None
3527,Pass,Packaging
3528,Pass,None
3529,Pass,Damaged Item
3530,Pass,Late Arrival
3531,Pass,Packaging
3532,Pass,None
3533,Pass,None
3534,Pass,None
3535,Pass,None
3536,Pass,Packaging
3537,Pass,Damaged Item
3538,Pass,Damaged Item
3539,Pass,Late Arrival
3540,Pass,Packaging
3541,Pass,Late Arrival
3542,Pass,None
3543,Pass,None
3544,Pass,Packaging
3545,Pass,Packaging
3546,Pass,Late Arrival
3547,Pass,None
3548,Pass,None
3549,Fail,Late Arrival
3550,Pass,Late Arrival
3551,Pass,Packaging
3552,Pass,Damaged Item
3553,Pass,Late Arrival
3554,Pass,Late Arrival
3555,Pass,Late Arrival
3556,Pass,Damaged Item
3557,Pass,Packaging
3558,Pass,Packaging
3559,Pass,Late Arrival
3560,Pass,Damaged Item
3561,Pass,Damaged Item
3562,Pass,Packaging
3563,Pass,Packaging
3564,Pass,Damaged Item
3565,Pass,None
3566,Pass,None
3567,Pass,Packaging
3568,Pass,Late Arrival
3569,Pass,Late Arrival
3570,Pass,Packaging
3571,Pass,None
3572,Pass,Packaging
3573,Pass,Packaging
3574,Pass,Damaged Item
3575,Pass,Packaging
3576,Pass,Packaging
3577,Pass,Late Arrival
3578,Pass,Packaging
3579,Pass,None
3580,Pass,Damaged Item
3581,Pass,Damaged Item
3582,Pass,Late Arrival
3583,Pass,Late Arrival
3584,Pass,Late Arrival
3585,Pass,None
3586,Pass,Damaged Item
3587,Pass,Late Arrival
3588,Pass,Late Arrival
3589,Pass,Damaged Item
3590,Pass,Late Arrival
3591,Pass,None
3592,Pass,Late Arrival
3593,Pass,Late Arrival
3594,Pass,None
3595,Pass,Damaged Item
3596,Pass,None
3597,Pass,None
3598,Pass,Packaging
3599,Pass,Late Arrival
3600,Pass,None
3601,Pass,Late Arrival
3602,Pass,None
3603,Pass,Packaging
3604,Pass,Packaging
3605,Pass,Late Arrival
3606,Pass,Damaged Item
3607,Pass,Packaging
3608,Pass,Damaged Item
3609,Pass,Late Arrival
3610,Pass,Damaged Item
3611,Pass,Late Arrival
3612,Pass,Late Arrival
3613,Pass,Packaging
3614,Pass,Late Arrival
3615,Pass,Packaging
3616,Pass,Damaged Item
3617,Pass,None
3618,Pass,Packaging
3619,Pass,None
3620,Pass,Packaging
3621,Pass,Late Arrival
3622,Fail,None
3623,Pass,Packaging
3624,Pass,Late Arrival
3625,Pass,Damaged Item
3626,Pass,Late Arrival
3627,Pass,Late Arrival
3628,Pass,Packaging
3629,Pass,None
3630,Pass,None
3631,Pass,None
3632,Pass,Damaged Item
3633,Pass,Damaged Item
3634,Pass,None
3635,Pass,Late Arrival
3636,Pass,Packaging
3637,Pass,Packaging
3638,Pass,Late Arrival
3639,Pass,Packaging
3640,Pass,Damaged Item
3641,Pass,Packaging
3642,Pass,Damaged Item
3643,Pass,None
3644,Pass,Late Arrival
3645,Pass,Damaged Item
3646,Pass,Damaged Item
3647,Pass,None
3648,Pass,None
3649,Pass,None
3650,Pass,Damaged Item
3651,Pass,None
3652,Pass,Damaged Item
3653,Pass,None
3654,Pass,Late Arrival
3655,Pass,Damaged Item
3656,Pass,Packaging
3657,Pass,Packaging
3658,Pass,None
3659,Pass,Late Arrival
3660,Pass,Packaging
3661,Pass,None
3662,Pass,None
3663,Pass,Late Arrival
3664,Pass,Damaged Item
3665,Pass,Damaged Item
3666,Pass,Late Arrival
3667,Fail,None
3668,Pass,Damaged Item
3669,Pass,Damaged Item
3670,Pass,Damaged Item
3671,Pass,None
3672,Pass,None
3673,Pass,None
3674,Pass,Packaging
3675,Pass,None
3676,Pass,None
3677,Pass,Damaged Item
3678,Pass,Damaged Item
3679,Pass,Packaging
3680,Pass,Damaged Item
3681,Pass,Packaging
3682,Pass,Packaging
3683,Pass,Packaging
3684,Pass,Damaged Item
3685,Pass,Late Arrival
3686,Pass,Packaging
3687,Pass,Packaging
3688,Pass,Packaging
3689,Pass,Late Arrival
3690,Pass,Late Arrival
3691,Pass,Packaging
3692,Pass,Packaging
3693,Pass,Late Arrival
3694,Pass,Damaged Item
3695,Pass,Late Arrival
3696,Pass,Late Arrival
3697,Pass,Packaging
3698,Pass,None
3699,Pass,Damaged Item
3700,Pass,None
3701,Pass,Late Arrival
3702,Pass,None
3703,Pass,Late Arrival
3704,Pass,Late Arrival
3705,Pass,Packaging
3706,Pass,Packaging
3707,Pass,Late Arrival
3708,Pass,Damaged Item
3709,Pass,Damaged Item
3710,Fail,Damaged Item
3711,Pass,Packaging
3712,Pass,Late Arrival
3713,Pass,Damaged Item
3714,Pass,None
3715,Pass,Late Arrival
3716,Pass,None
3717,Pass,Packaging
3718,Pass,None
3719,Pass,Packaging
3720,Pass,Packaging
3721,Pass,None
3722,Pass,Damaged Item
3723,Pass,Packaging
3724,Pass,Packaging
3725,Pass,Packaging
3726,Pass,Late Arrival
3727,Pass,None
3728,Pass,Packaging
3729,Pass,Late Arrival
3730,Pass,Packaging
3731,Pass,None
3732,Pass,None
3733,Pass,None
3734,Pass,None
3735,Pass,None
3736,Pass,Late Arrival
3737,Pass,Late Arrival
3738,Pass,Packaging
3739,Pass,Damaged Item
3740,Pass,Damaged Item
3741,Pass,Late Arrival
3742,Pass,Damaged Item
3743,Pass,Damaged Item
3744,Pass,Damaged Item
3745,Pass,Damaged Item
3746,Pass,None
3747,Pass,Packaging
3748,Pass,Packaging
3749,Pass,Late Arrival
3750,Pass,None
3751,Pass,Damaged Item
3752,Pass,Packaging
3753,Pass,None
3754,Pass,None
3755,Pass,None
3756,Pass,Damaged Item
3757,Pass,Late Arrival
3758,Pass,Damaged Item
3759,Pass,Late Arrival
3760,Pass,None
3761,Pass,Late Arrival
3762,Pass,None
3763,Pass,Packaging
3764,Pass,Damaged Item
3765,Pass,None
3766,Pass,None
3767,Pass,Damaged Item
3768,Pass,Late Arrival
3769,Pass,Packaging
3770,Pass,Damaged Item
3771,Pass,Damaged Item
3772,Pass,Late Arrival
3773,Fail,Damaged Item
3774,Pass,Packaging
3775,Pass,Late Arrival
3776,Pass,Late Arrival
3777,Pass,Packaging
3778,Pass,Packaging
3779,Pass,Packaging
3780,Pass,Late Arrival
3781,Pass,Late Arrival
3782,Pass,None
3783,Pass,None
3784,Pass,Damaged Item
3785,Pass,None
3786,Pass,Damaged Item
3787,Pass,Late Arrival
3788,Pass,Packaging
3789,Fail,Packaging
3790,Pass,Packaging
3791,Pass,Late Arrival
3792,Pass,None
3793,Pass,Damaged Item
3794,Fail,Damaged Item
3795,Pass,Late Arrival
3796,Pass,Late Arrival
3797,Pass,Packaging
3798,Pass,None
3799,Pass,None
3800,Pass,Damaged Item
3801,Pass,None
3802,Pass,Damaged Item
3803,Pass,Damaged Item
3804,Pass,Packaging
3805,Pass,None
3806,Pass,None
3807,Pass,None
3808,Pass,Packaging
3809,Pass,Packaging
3810,Pass,Damaged Item
3811,Pass,Damaged Item
3812,Pass,Damaged Item
3813,Pass,Late Arrival
3814,Pass,Late Arrival
3815,Pass,Damaged Item
3816,Pass,Packaging
3817,Pass,Late Arrival
3818,Pass,None
3819,Pass,None
3820,Pass,Damaged Item
3821,Pass,Late Arrival
3822,Pass,None
3823,Pass,None
3824,Pass,Damaged Item
3825,Pass,None
3826,Pass,Damaged Item
3827,Pass,Late Arrival
3828,Pass,Damaged Item
3829,Pass,Late Arrival
3830,Pass,Damaged Item
3831,Pass,Late Arrival
3832,Pass,None
3833,Pass,Packaging
3834,Pass,Late Arrival
3835,Pass,Late Arrival
3836,Pass,None
3837,Pass,Packaging
3838,Pass,None
3839,Pass,Packaging
3840,Pass,None
3841,Pass,Packaging
3842,Pass,Damaged Item
3843,Pass,Damaged Item
3844,Pass,Damaged Item
3845,Pass,Packaging
3846,Fail,Damaged Item
3847,Pass,Packaging
3848,Pass,None
3849,Pass,Damaged Item
3850,Pass,Damaged Item
3851,Pass,Late Arrival
3852,Pass,Packaging
3853,Pass,Packaging
3854,Pass,Packaging
3855,Pass,Late Arrival
3856,Pass,Damaged Item
3857,Pass,None
3858,Pass,Late Arrival
3859,Pass,Packaging
3860,Pass,Damaged Item
3861,Pass,Packaging
3862,Pass,Packaging
3863,Pass,None
3864,Pass,Damaged Item
3865,Pass,Late Arrival
3866,Pass,Late Arrival
3867,Pass,Late Arrival
3868,Pass,Late Arrival
3869,Fail,None
3870,Pass,Packaging
3871,Pass,None
3872,Pass,Late Arrival
3873,Pass,Late Arrival
3874,Pass,Late Arrival
3875,Pass,Late Arrival
3876,Pass,Late Arrival
3877,Pass,Packaging
3878,Pass,Packaging
3879,Pass,Late Arrival
3880,Pass,None
3881,Pass,None
3882,Pass,Damaged Item
3883,Pass,Late Arrival
3884,Pass,Packaging
3885,Pass,Damaged Item
3886,Fail,Late Arrival
3887,Pass,Damaged Item
3888,Pass,Damaged Item
3889,Pass,Damaged Item
3890,Pass,Packaging
3891,Pass,Packaging
3892,Pass,Packaging
3893,Fail,None
3894,Pass,Damaged Item
3895,Pass,None
3896,Pass,Damaged Item
3897,Pass,Packaging
3898,Pass,None
3899,Pass,Packaging
3900,Pass,Late Arrival
3901,Pass,Late Arrival
3902,Pass,Damaged Item
3903,Pass,Late Arrival
3904,Pass,Packaging
3905,Pass,Packaging
3906,Pass,None
3907,Pass,Packaging
3908,Pass,Damaged Item
3909,Pass,Damaged Item
3910,Pass,Damaged Item
3911,Pass,Late Arrival
3912,Pass,None
3913,Fail,None
3914,Pass,Late Arrival
3915,Pass,Packaging
3916,Pass,None
3917,Pass,Packaging
3918,Pass,Late Arrival
3919,Pass,Damaged Item
3920,Pass,Packaging
3921,Pass,None
3922,Pass,None
3923,Pass,Packaging
3924,Pass,Late Arrival
3925,Pass,Late Arrival
3926,Pass,None
3927,Pass,Damaged Item
3928,Pass,Damaged Item
3929,Pass,Packaging
3930,Pass,None
3931,Fail,Late Arrival
3932,Pass,Packaging
3933,Pass,Packaging
3934,Pass,Packaging
3935,Pass,Damaged Item
3936,Pass,Packaging
3937,Pass,None
3938,Pass,None
3939,Pass,Damaged Item
3940,Pass,None
3941,Pass,Packaging
3942,Pass,None
3943,Pass,None
3944,Pass,Late Arrival
3945,Pass,Late Arrival
3946,Fail,Packaging
3947,Pass,Packaging
3948,Pass,Packaging
3949,Pass,Damaged Item
3950,Pass,Late Arrival
3951,Pass,None
3952,Pass,Packaging
3953,Pass,Damaged Item
3954,Pass,Damaged Item
3955,Pass,Packaging
3956,Pass,Late Arrival
3957,Pass,Packaging
3958,Pass,Packaging
3959,Pass,Damaged Item
3960,Pass,Damaged Item
3961,Pass,None
3962,Pass,Late Arrival
3963,Pass,Late Arrival
3964,Pass,Late Arrival
3965,Pass,None
3966,Pass,None
3967,Pass,None
3968,Pass,None
3969,Fail,Late Arrival
3970,Pass,Packaging
3971,Pass,None
3972,Pass,Packaging
3973,Pass,None
3974,Pass,None
3975,Pass,Late Arrival
3976,Pass,Damaged Item
3977,Pass,Packaging
3978,Pass,Damaged Item
3979,Pass,Late Arrival
3980,Pass,Damaged Item
3981,Pass,Damaged Item
3982,Pass,Late Arrival
3983,Pass,Packaging
3984,Pass,None
3985,Pass,None
3986,Pass,None
3987,Pass,Packaging
3988,Pass,Late Arrival
3989,Pass,Late Arrival
